variable,data,correlation_true,correlation_pred,mutual_info,unpriv_prob_pos,priv_prob_pos,unbalance,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy,unpriv_prob_neg,priv_prob_neg,pos_prob,neg_prob
 Never-married,adult,-0.3196289770039124,-0.3149827865951881,0.0631803543342961,0.3382213812677389,0.0428571428571428,1.382373782882938,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,-1.3795707939036654,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,0.7882394280611006,6.6293632534374485,0.6617786187322612,0.9571428571428572,0.295364238410596,-0.295364238410596
 Separated,adult,-0.0673199661577312,-0.0769955175575786,0.0028792573433389,0.2495016611295681,0.0714285714285714,1.0197597616048664,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,31.914730784123584,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,5.821864058849184,6.6293632534374485,0.7504983388704319,0.9285714285714286,0.1780730897009967,-0.1780730897009966
 Widowed,adult,-0.0687926877425603,-0.0681114787135,0.0030175387297515,0.2496675531914893,0.0697674418604651,1.0204377933612525,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,31.05744030434616,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,5.747813915156296,6.6293632534374485,0.7503324468085106,0.9302325581395348,0.1799001113310242,-0.1799001113310242
 ?,adult,-0.0660818362171291,-0.0770075262701489,0.0024704474186563,0.251892635925671,0.1329787234042553,1.029532120943231,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,11.54272411808383,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,3.679030194817732,6.6293632534374485,0.748107364074329,0.8670212765957447,0.1189139125214157,-0.1189139125214157
 Adm-clerical,adult,-0.0837263263861314,-0.1215720726367821,0.0038592798355994,0.2579933847850055,0.1474530831099195,1.0544670178663238,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,3.4394825280383645,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,2.331793220112784,6.6293632534374485,0.7420066152149944,0.8525469168900806,0.110540301675086,-0.1105403016750861
 Craft-repair,adult,-0.0043159607336165,-0.1305259839284522,9.349910574801834e-06,0.2453737971872686,0.2397959183673469,1.0028884128103162,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,3.0447917256818164,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,2.2456232881082068,6.6293632534374485,0.7546262028127314,0.7602040816326531,0.0055778788199216,-0.0055778788199216
 Exec-managerial,adult,0.2058175760792193,0.3238108405114226,0.0187699974979888,0.2108188217858466,0.4759493670886076,0.8616557920811222,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,2.9860238274239834,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,2.232508464069696,6.6293632534374485,0.7891811782141533,0.5240506329113924,-0.265130545302761,0.2651305453027609
 Farming-fishing,adult,-0.0485402041508008,-0.0920254158766083,0.0013370173354792,0.2485781197724991,0.1333333333333333,1.0159850760582727,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,24.543379002089,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,5.150486799513204,6.6293632534374485,0.7514218802275009,0.8666666666666667,0.1152447864391658,-0.1152447864391658
 Handlers-cleaners,adult,-0.0932668688741502,-0.1017130289930693,0.0056771148341585,0.2532972607372337,0.0583941605839416,1.035273084175695,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,17.66073834707655,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,4.432755648828143,6.6293632534374485,0.7467027392627663,0.9416058394160584,0.1949031001532921,-0.194903100153292
 Machine-op-inspct,adult,-0.0587732390980097,-0.1060312388377838,0.0019406430640274,0.2506830601092896,0.1385542168674698,1.0245883592842036,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,13.719347678367589,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,3.963644754249125,6.6293632534374485,0.7493169398907105,0.8614457831325302,0.1121288432418197,-0.1121288432418197
 Other-service,adult,-0.1546413103953529,-0.1617772664077783,0.016023727169585,0.2665711214618416,0.0429042904290429,1.0895258253671574,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,5.330333058537384,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,2.7068224696786145,6.6293632534374485,0.7334288785381584,0.9570957095709572,0.2236668310327987,-0.2236668310327987
 Priv-house-serv,adult,-0.0369695709625091,-0.0318934810759122,0.0011818463149196,0.2456994482310938,0.0,1.0042194092827004,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,233.3831417997396,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,15.337283997722333,6.6293632534374485,0.7543005517689062,1.0,0.2456994482310938,-0.2456994482310938
 Prof-specialty,adult,0.1621429389431646,0.2738178161036909,0.0118461992963655,0.2181952662721893,0.4282051282051282,0.8918046946448531,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,3.084485081858198,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,2.25443821161434,6.6293632534374485,0.7818047337278107,0.5717948717948718,-0.2100098619329388,0.2100098619329389
 Protective-serv,adult,-0.0095951260944233,0.0375179896067707,4.739545043529539e-05,0.2452271231073074,0.2142857142857142,1.002288928525772,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,50.35170489733145,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,7.233198278876834,6.6293632534374485,0.7547728768926926,0.7857142857142858,0.0309414088215932,-0.0309414088215932
 Sales,adult,0.0558870359513349,0.0602098864925552,0.0014895060630649,0.2360452389638818,0.311614730878187,0.964760857799538,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,3.901898984106349,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,2.428863348488991,6.6293632534374485,0.7639547610361181,0.6883852691218131,-0.0755694919143051,0.075569491914305
 Tech-support,adult,0.013198519804084,0.0502413232784114,8.443362843548602e-05,0.2437975521005623,0.2816901408450704,0.9964460055470804,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,38.6653461342012,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,6.374978649951744,6.6293632534374485,0.7562024478994377,0.7183098591549296,-0.037892588744508,0.037892588744508
 Transport-moving,adult,-0.0319659036686262,-0.0813640814240194,0.0005424104259441,0.2477906186267845,0.1842105263157894,1.012766412194546,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,15.433797514727816,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,4.174185109978087,6.6293632534374485,0.7522093813732155,0.8157894736842106,0.0635800923109951,-0.0635800923109951
 Husband,adult,0.3982857901812384,0.4335238548216407,0.0804900722901647,0.099109131403118,0.4460708782742681,0.4050774802658483,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,-1.894737629458344,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,0.3263243336027954,6.6293632534374485,0.900890868596882,0.5539291217257318,-0.3469617468711501,0.3469617468711501
 Not-in-family,adult,-0.2002766034655666,-0.2288953379134584,0.0230854034119244,0.2943965517241379,0.0956072351421188,1.2032535416571766,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,-0.6681038671610522,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,1.1542653167903132,6.6293632534374485,0.7056034482758621,0.9043927648578812,0.1987893165820191,-0.1987893165820191
 Other-relative,adult,-0.091660513591918,-0.0830207029710867,0.0065187955703011,0.2513297872340425,0.0116279069767441,1.0272316535034711,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,31.05744030434615,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,5.747813915156294,6.6293632534374485,0.7486702127659575,0.988372093023256,0.2397018802572983,-0.2397018802572984
 Own-child,adult,-0.2184745051246027,-0.2060477597065359,0.0334542573508332,0.2845156369183829,0.0233050847457627,1.1628684024114622,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,1.739848989960437,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,1.9335782238453656,6.6293632534374485,0.7154843630816171,0.9766949152542374,0.2612105521726202,-0.2612105521726202
 Unmarried,adult,-0.1393981680995235,-0.1670527687835342,0.0121968828917282,0.2650558961413631,0.0685358255451713,1.0833328172541314,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,4.764022324887712,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,2.600181381956008,6.6293632534374485,0.7349441038586368,0.9314641744548288,0.1965200705961918,-0.1965200705961918
 Wife,adult,0.1253761168397327,0.1137075986445626,0.0068136763425279,0.232802439850898,0.4895104895104895,0.9515069338159556,1.0,1.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,16.713758129656966,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,4.324691268136,6.6293632534374485,0.767197560149102,0.5104895104895105,-0.2567080496595915,0.2567080496595915
 Canada,adult,0.0035718891469542,0.0245384653025841,6.256916431527509e-06,0.2445599220526144,0.2666666666666666,0.9995619535413331,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,201.59912003961588,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,14.264249165557263,6.6293632534374485,0.7554400779473855,0.7333333333333334,-0.0221067446140522,0.0221067446140521
 Columbia,adult,-0.0289778137129544,-0.0249990283688349,0.0007266097182142,0.2453013609850939,0.0,1.0025923525599485,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,382.3721767252878,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,19.599107300357176,6.6293632534374485,0.7546986390149061,1.0,0.2453013609850939,-0.2453013609850939
 Cuba,adult,0.0249657534920715,0.0219371860296573,0.0002769501022363,0.2439974042829331,0.4166666666666667,0.997262838641209,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,253.2482373875141,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,15.971366095846172,6.6293632534374485,0.7560025957170668,0.5833333333333333,-0.1726692623837336,0.1726692623837336
 Dominican-Republic,adult,-0.0102336043786662,-0.0088284840503113,9.070751651891465e-05,0.2447462010992563,0.0,1.0003233107015843,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,3093.999999999999,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,55.62373594069351,6.6293632534374485,0.7552537989007437,1.0,0.2447462010992563,-0.2447462010992562
 Ecuador,adult,0.0004463313620947,-0.0176655373649468,9.912328022146713e-08,0.2446601941747573,0.25,0.9999717843813726,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,769.7466047695344,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,27.77137071382668,6.6293632534374485,0.7553398058252427,0.75,-0.0053398058252427,0.0053398058252427
 El-Salvador,adult,-0.0271691563696636,-0.0209302242251093,0.0004713368669653,0.2454545454545454,0.0714285714285714,1.0032184460189744,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,216.3559638451204,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,14.77213962341363,6.6293632534374485,0.7545454545454546,0.9285714285714286,0.174025974025974,-0.1740259740259739
 England,adult,0.0111402504634597,0.0493280485517568,5.78802858609076e-05,0.2444084278768233,0.3333333333333333,0.9989427686273334,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,339.33075468514994,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,18.469201592001475,6.6293632534374485,0.7555915721231767,0.6666666666666667,-0.08892490545651,0.08892490545651
 France,adult,-0.0041802936952306,0.0209239805208142,9.138697676896405e-06,0.2447393978633862,0.2,1.0002955046094015,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,614.7966382431119,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,24.827388634344253,6.6293632534374485,0.7552606021366138,0.8,0.0447393978633861,-0.0447393978633862
 Germany,adult,0.000774071279585,0.0350808060094714,2.981455057568874e-07,0.2446463335496431,0.25,0.9999151334248292,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,253.24823738751417,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,15.971366095846175,6.6293632534374485,0.7553536664503568,0.75,-0.0053536664503568,0.0053536664503568
 Greece,adult,-0.0102336043786662,-0.0088284840503113,9.070751651891465e-05,0.2447462010992563,0.0,1.0003233107015843,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,3093.9999999999995,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,55.62373594069352,6.6293632534374485,0.7552537989007437,1.0,0.2447462010992563,-0.2447462010992562
 Guatemala,adult,-0.0204771418851957,-0.0176655373649468,0.0003630333447277,0.2449838187702265,0.0,1.001294498381877,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,769.7466047695342,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,27.77137071382668,6.6293632534374485,0.7550161812297735,1.0,0.2449838187702265,-0.2449838187702264
 Haiti,adult,-0.0144748422291308,-0.0124873806942407,0.0001814488958367,0.2448253557567917,0.0,1.000646830530401,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,1544.4974120502936,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,39.31283543530704,6.6293632534374485,0.7551746442432083,1.0,0.2448253557567917,-0.2448253557567916
 Honduras,adult,-0.0144748422291308,-0.0124873806942407,0.0001814488958367,0.2448253557567917,0.0,1.000646830530401,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,1544.4974120502936,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,39.31283543530704,6.6293632534374485,0.7551746442432083,1.0,0.2448253557567917,-0.2448253557567916
 Hungary,adult,0.0315930428440462,-0.0088284840503113,0.0004551893827396,0.2444228903976721,1.0,0.9990018796438542,0.0,1.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,3093.9999999999995,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,55.62373594069352,6.6293632534374485,0.7555771096023279,0.0,-0.7555771096023279,0.7555771096023279
 Iran,adult,-0.0041802936952306,0.0005850563199347,9.138697676896405e-06,0.2447393978633862,0.2,1.0002955046094015,0.0,1.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,614.7966382431119,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,24.827388634344253,6.6293632534374485,0.7552606021366138,0.8,0.0447393978633861,-0.0447393978633862
 Ireland,adult,-0.0144748422291308,-0.0124873806942407,0.0001814488958367,0.2448253557567917,0.0,1.000646830530401,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,1544.4974120502936,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,39.31283543530704,6.6293632534374485,0.7551746442432083,1.0,0.2448253557567917,-0.2448253557567916
 Italy,adult,0.0305820184309739,0.0372015549210655,0.0003840242943249,0.244257521837593,0.6666666666666666,0.998325987537005,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,1027.9967656388978,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,32.083208319152035,6.6293632534374485,0.755742478162407,0.3333333333333333,-0.4224091448290736,0.4224091448290736
 Jamaica,adult,-0.0112775292741249,0.011009529653356,7.145047639736017e-05,0.2448979591836734,0.1428571428571428,1.0009435742592945,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.244667097608274,0.7553329023917259,0.5,0.2553329023917259,2,0,0,0.0,0.0,0,-1.9888740515496144,3094.0,402.957261876502,852.1869062445579,437.71124113499445,-3.0540702603235665,55.62373594069352,11.944905865759454,16.17910944044033,20.962545158331576,6.6293632534374485,0.7551020408163266,0.8571428571428572,0.1020408163265306,-0.1020408163265306
